Date,Hospital ID,Drug ID,Units Demanded
27-01-2024,H006,D012,9
27-01-2024,H006,D013,23
27-01-2024,H006,D014,11
27-01-2024,H006,D015,17
27-01-2024,H006,D016,8
27-01-2024,H006,D017,9
27-01-2024,H006,D018,9
27-01-2024,H006,D019,17
27-01-2024,H006,D020,14
27-01-2024,H007,D001,3
27-01-2024,H007,D002,27
27-01-2024,H007,D003,13
27-01-2024,H007,D004,29
27-01-2024,H007,D005,10
27-01-2024,H007,D006,17
27-01-2024,H007,D007,11
27-01-2024,H007,D008,159
27-01-2024,H007,D009,52
27-01-2024,H007,D010,44
27-01-2024,H007,D011,13
27-01-2024,H007,D012,6
27-01-2024,H007,D013,13
27-01-2024,H007,D014,7
27-01-2024,H007,D015,13
27-01-2024,H007,D016,6
27-01-2024,H007,D017,8
27-01-2024,H007,D018,6
27-01-2024,H007,D019,15
27-01-2024,H007,D020,8
27-01-2024,H008,D001,4
27-01-2024,H008,D002,31
27-01-2024,H008,D003,12
27-01-2024,H008,D004,68
27-01-2024,H008,D005,35
27-01-2024,H008,D006,47
27-01-2024,H008,D007,31
27-01-2024,H008,D008,121
27-01-2024,H008,D009,39
27-01-2024,H008,D010,34
27-01-2024,H008,D011,18
27-01-2024,H008,D012,9
27-01-2024,H008,D013,18
27-01-2024,H008,D014,9
27-01-2024,H008,D015,15
27-01-2024,H008,D016,7
27-01-2024,H008,D017,12
27-01-2024,H008,D018,11
27-01-2024,H008,D019,42
27-01-2024,H008,D020,27
27-01-2024,H009,D001,3
27-01-2024,H009,D002,19
27-01-2024,H009,D003,9
27-01-2024,H009,D004,22
27-01-2024,H009,D005,9
27-01-2024,H009,D006,15
27-01-2024,H009,D007,10
27-01-2024,H009,D008,52
27-01-2024,H009,D009,17
27-01-2024,H009,D010,12
27-01-2024,H009,D011,12
27-01-2024,H009,D012,6
27-01-2024,H009,D013,13
27-01-2024,H009,D014,7
27-01-2024,H009,D015,11
27-01-2024,H009,D016,5
27-01-2024,H009,D017,6
27-01-2024,H009,D018,5
27-01-2024,H009,D019,12
27-01-2024,H009,D020,7
27-01-2024,H010,D001,2
27-01-2024,H010,D002,16
27-01-2024,H010,D003,7
27-01-2024,H010,D004,15
27-01-2024,H010,D005,7
27-01-2024,H010,D006,10
27-01-2024,H010,D007,8
27-01-2024,H010,D008,48
27-01-2024,H010,D009,13
27-01-2024,H010,D010,12
27-01-2024,H010,D011,9
27-01-2024,H010,D012,5
27-01-2024,H010,D013,12
27-01-2024,H010,D014,5
27-01-2024,H010,D015,9
27-01-2024,H010,D016,4
27-01-2024,H010,D017,5
27-01-2024,H010,D018,4
27-01-2024,H010,D019,8
27-01-2024,H010,D020,7
28-01-2024,H001,D001,12
28-01-2024,H001,D002,111
28-01-2024,H001,D003,51
28-01-2024,H001,D004,97
28-01-2024,H001,D005,42
28-01-2024,H001,D006,71
28-01-2024,H001,D007,54
28-01-2024,H001,D008,265
28-01-2024,H001,D009,78
28-01-2024,H001,D010,68
28-01-2024,H001,D011,65
28-01-2024,H001,D012,28
28-01-2024,H001,D013,70
28-01-2024,H001,D014,30
28-01-2024,H001,D015,48
28-01-2024,H001,D016,24
28-01-2024,H001,D017,30
28-01-2024,H001,D018,24
28-01-2024,H001,D019,54
28-01-2024,H001,D020,36
28-01-2024,H002,D001,4
28-01-2024,H002,D002,34
28-01-2024,H002,D003,18
28-01-2024,H002,D004,44
28-01-2024,H002,D005,18
28-01-2024,H002,D006,29
28-01-2024,H002,D007,24
28-01-2024,H002,D008,272
28-01-2024,H002,D009,92
28-01-2024,H002,D010,76
28-01-2024,H002,D011,83
28-01-2024,H002,D012,34
28-01-2024,H002,D013,90
28-01-2024,H002,D014,39
28-01-2024,H002,D015,72
28-01-2024,H002,D016,34
28-01-2024,H002,D017,17
28-01-2024,H002,D018,16
28-01-2024,H002,D019,21
28-01-2024,H002,D020,18
28-01-2024,H003,D001,8
28-01-2024,H003,D002,60
28-01-2024,H003,D003,27
28-01-2024,H003,D004,73
28-01-2024,H003,D005,25
28-01-2024,H003,D006,39
28-01-2024,H003,D007,30
28-01-2024,H003,D008,177
28-01-2024,H003,D009,53
28-01-2024,H003,D010,39
28-01-2024,H003,D011,38
28-01-2024,H003,D012,17
28-01-2024,H003,D013,40
28-01-2024,H003,D014,21
28-01-2024,H003,D015,36
28-01-2024,H003,D016,15
28-01-2024,H003,D017,19
28-01-2024,H003,D018,16
28-01-2024,H003,D019,39
28-01-2024,H003,D020,27
28-01-2024,H004,D001,9
28-01-2024,H004,D002,60
28-01-2024,H004,D003,26
28-01-2024,H004,D004,157
28-01-2024,H004,D005,65
28-01-2024,H004,D006,104
28-01-2024,H004,D007,83
28-01-2024,H004,D008,187
28-01-2024,H004,D009,56
28-01-2024,H004,D010,41
28-01-2024,H004,D011,37
28-01-2024,H004,D012,16
28-01-2024,H004,D013,33
28-01-2024,H004,D014,20
28-01-2024,H004,D015,27
28-01-2024,H004,D016,14
28-01-2024,H004,D017,19
28-01-2024,H004,D018,17
28-01-2024,H004,D019,92
28-01-2024,H004,D020,58
28-01-2024,H005,D001,3
28-01-2024,H005,D002,23
28-01-2024,H005,D003,11
28-01-2024,H005,D004,31
28-01-2024,H005,D005,13
28-01-2024,H005,D006,21
28-01-2024,H005,D007,13
28-01-2024,H005,D008,201
28-01-2024,H005,D009,60
28-01-2024,H005,D010,53
28-01-2024,H005,D011,50
28-01-2024,H005,D012,27
28-01-2024,H005,D013,59
28-01-2024,H005,D014,27
28-01-2024,H005,D015,47
28-01-2024,H005,D016,21
28-01-2024,H005,D017,12
28-01-2024,H005,D018,10
28-01-2024,H005,D019,16
28-01-2024,H005,D020,11
28-01-2024,H006,D001,11
28-01-2024,H006,D002,79
28-01-2024,H006,D003,38
28-01-2024,H006,D004,36
28-01-2024,H006,D005,15
28-01-2024,H006,D006,21
28-01-2024,H006,D007,17
28-01-2024,H006,D008,90
28-01-2024,H006,D009,27
28-01-2024,H006,D010,23
28-01-2024,H006,D011,18
28-01-2024,H006,D012,10
28-01-2024,H006,D013,22
28-01-2024,H006,D014,11
28-01-2024,H006,D015,15
28-01-2024,H006,D016,8
28-01-2024,H006,D017,10
28-01-2024,H006,D018,8
28-01-2024,H006,D019,17
28-01-2024,H006,D020,14
28-01-2024,H007,D001,4
28-01-2024,H007,D002,29
28-01-2024,H007,D003,14
28-01-2024,H007,D004,26
28-01-2024,H007,D005,11
28-01-2024,H007,D006,15
28-01-2024,H007,D007,13
28-01-2024,H007,D008,156
28-01-2024,H007,D009,52
28-01-2024,H007,D010,41
28-01-2024,H007,D011,14
28-01-2024,H007,D012,6
28-01-2024,H007,D013,15
28-01-2024,H007,D014,8
28-01-2024,H007,D015,11
28-01-2024,H007,D016,5
28-01-2024,H007,D017,7
28-01-2024,H007,D018,7
28-01-2024,H007,D019,14
28-01-2024,H007,D020,9
28-01-2024,H008,D001,3
28-01-2024,H008,D002,29
28-01-2024,H008,D003,14
28-01-2024,H008,D004,80
28-01-2024,H008,D005,32
28-01-2024,H008,D006,42
28-01-2024,H008,D007,32
28-01-2024,H008,D008,115
28-01-2024,H008,D009,37
28-01-2024,H008,D010,29
28-01-2024,H008,D011,16
28-01-2024,H008,D012,8
28-01-2024,H008,D013,21
28-01-2024,H008,D014,10
28-01-2024,H008,D015,16
28-01-2024,H008,D016,7
28-01-2024,H008,D017,11
28-01-2024,H008,D018,11
28-01-2024,H008,D019,37
28-01-2024,H008,D020,28
28-01-2024,H009,D001,2
28-01-2024,H009,D002,22
28-01-2024,H009,D003,9
28-01-2024,H009,D004,19
28-01-2024,H009,D005,10
28-01-2024,H009,D006,12
28-01-2024,H009,D007,10
28-01-2024,H009,D008,57
28-01-2024,H009,D009,18
28-01-2024,H009,D010,15
28-01-2024,H009,D011,14
28-01-2024,H009,D012,5
28-01-2024,H009,D013,14
28-01-2024,H009,D014,7
28-01-2024,H009,D015,11
28-01-2024,H009,D016,5
28-01-2024,H009,D017,6
28-01-2024,H009,D018,6
28-01-2024,H009,D019,12
28-01-2024,H009,D020,7
28-01-2024,H010,D001,2
28-01-2024,H010,D002,15
28-01-2024,H010,D003,8
28-01-2024,H010,D004,17
28-01-2024,H010,D005,7
28-01-2024,H010,D006,9
28-01-2024,H010,D007,8
28-01-2024,H010,D008,43
28-01-2024,H010,D009,14
28-01-2024,H010,D010,11
28-01-2024,H010,D011,10
28-01-2024,H010,D012,5
28-01-2024,H010,D013,10
28-01-2024,H010,D014,6
28-01-2024,H010,D015,8
28-01-2024,H010,D016,4
28-01-2024,H010,D017,5
28-01-2024,H010,D018,4
28-01-2024,H010,D019,9
28-01-2024,H010,D020,6
29-01-2024,H001,D001,12
29-01-2024,H001,D002,96
29-01-2024,H001,D003,42
29-01-2024,H001,D004,107
29-01-2024,H001,D005,39
29-01-2024,H001,D006,67
29-01-2024,H001,D007,53
29-01-2024,H001,D008,294
29-01-2024,H001,D009,80
29-01-2024,H001,D010,66
29-01-2024,H001,D011,56
29-01-2024,H001,D012,30
29-01-2024,H001,D013,72
29-01-2024,H001,D014,31
29-01-2024,H001,D015,53
29-01-2024,H001,D016,27
29-01-2024,H001,D017,34
29-01-2024,H001,D018,23
29-01-2024,H001,D019,55
29-01-2024,H001,D020,35
29-01-2024,H002,D001,4
29-01-2024,H002,D002,40
29-01-2024,H002,D003,18
29-01-2024,H002,D004,47
29-01-2024,H002,D005,17
29-01-2024,H002,D006,30
29-01-2024,H002,D007,21
29-01-2024,H002,D008,279
29-01-2024,H002,D009,89
29-01-2024,H002,D010,65
29-01-2024,H002,D011,86
29-01-2024,H002,D012,39
29-01-2024,H002,D013,80
29-01-2024,H002,D014,40
29-01-2024,H002,D015,65
29-01-2024,H002,D016,29
29-01-2024,H002,D017,18
29-01-2024,H002,D018,16
29-01-2024,H002,D019,21
29-01-2024,H002,D020,15
29-01-2024,H003,D001,8
29-01-2024,H003,D002,69
29-01-2024,H003,D003,28
29-01-2024,H003,D004,63
29-01-2024,H003,D005,28
29-01-2024,H003,D006,39
29-01-2024,H003,D007,28
29-01-2024,H003,D008,181
29-01-2024,H003,D009,54
29-01-2024,H003,D010,44
29-01-2024,H003,D011,42
29-01-2024,H003,D012,19
29-01-2024,H003,D013,40
29-01-2024,H003,D014,21
29-01-2024,H003,D015,32
29-01-2024,H003,D016,15
29-01-2024,H003,D017,21
29-01-2024,H003,D018,17
29-01-2024,H003,D019,39
29-01-2024,H003,D020,25
29-01-2024,H004,D001,7
29-01-2024,H004,D002,58
29-01-2024,H004,D003,32
29-01-2024,H004,D004,168
29-01-2024,H004,D005,71
29-01-2024,H004,D006,111
29-01-2024,H004,D007,82
29-01-2024,H004,D008,186
29-01-2024,H004,D009,47
29-01-2024,H004,D010,45
29-01-2024,H004,D011,38
29-01-2024,H004,D012,15
29-01-2024,H004,D013,39
29-01-2024,H004,D014,18
29-01-2024,H004,D015,34
29-01-2024,H004,D016,12
29-01-2024,H004,D017,20
29-01-2024,H004,D018,15
29-01-2024,H004,D019,91
29-01-2024,H004,D020,56
29-01-2024,H005,D001,3
29-01-2024,H005,D002,24
29-01-2024,H005,D003,12
29-01-2024,H005,D004,28
29-01-2024,H005,D005,11
29-01-2024,H005,D006,20
29-01-2024,H005,D007,14
29-01-2024,H005,D008,212
29-01-2024,H005,D009,54
29-01-2024,H005,D010,50
29-01-2024,H005,D011,51
29-01-2024,H005,D012,23
29-01-2024,H005,D013,60
29-01-2024,H005,D014,29
29-01-2024,H005,D015,50
29-01-2024,H005,D016,21
29-01-2024,H005,D017,12
29-01-2024,H005,D018,9
29-01-2024,H005,D019,17
29-01-2024,H005,D020,10
29-01-2024,H006,D001,10
29-01-2024,H006,D002,85
29-01-2024,H006,D003,41
29-01-2024,H006,D004,34
29-01-2024,H006,D005,17
29-01-2024,H006,D006,22
29-01-2024,H006,D007,19
29-01-2024,H006,D008,85
29-01-2024,H006,D009,30
29-01-2024,H006,D010,26
29-01-2024,H006,D011,18
29-01-2024,H006,D012,10
29-01-2024,H006,D013,20
29-01-2024,H006,D014,11
29-01-2024,H006,D015,17
29-01-2024,H006,D016,7
29-01-2024,H006,D017,9
29-01-2024,H006,D018,7
29-01-2024,H006,D019,17
29-01-2024,H006,D020,12
29-01-2024,H007,D001,3
29-01-2024,H007,D002,28
29-01-2024,H007,D003,14
29-01-2024,H007,D004,24
29-01-2024,H007,D005,10
29-01-2024,H007,D006,17
29-01-2024,H007,D007,11
29-01-2024,H007,D008,157
29-01-2024,H007,D009,49
29-01-2024,H007,D010,48
29-01-2024,H007,D011,15
29-01-2024,H007,D012,6
29-01-2024,H007,D013,15
29-01-2024,H007,D014,7
29-01-2024,H007,D015,12
29-01-2024,H007,D016,6
29-01-2024,H007,D017,8
29-01-2024,H007,D018,6
29-01-2024,H007,D019,12
29-01-2024,H007,D020,9
29-01-2024,H008,D001,4
29-01-2024,H008,D002,28
29-01-2024,H008,D003,14
29-01-2024,H008,D004,83
29-01-2024,H008,D005,29
29-01-2024,H008,D006,49
29-01-2024,H008,D007,37
29-01-2024,H008,D008,144
29-01-2024,H008,D009,44
29-01-2024,H008,D010,34
29-01-2024,H008,D011,16
29-01-2024,H008,D012,9
29-01-2024,H008,D013,17
29-01-2024,H008,D014,10
29-01-2024,H008,D015,17
29-01-2024,H008,D016,7
29-01-2024,H008,D017,13
29-01-2024,H008,D018,10
29-01-2024,H008,D019,38
29-01-2024,H008,D020,26
29-01-2024,H009,D001,3
29-01-2024,H009,D002,22
29-01-2024,H009,D003,10
29-01-2024,H009,D004,19
29-01-2024,H009,D005,9
29-01-2024,H009,D006,14
29-01-2024,H009,D007,9
29-01-2024,H009,D008,48
29-01-2024,H009,D009,15
29-01-2024,H009,D010,15
29-01-2024,H009,D011,13
29-01-2024,H009,D012,6
29-01-2024,H009,D013,13
29-01-2024,H009,D014,7
29-01-2024,H009,D015,10
29-01-2024,H009,D016,5
29-01-2024,H009,D017,6
29-01-2024,H009,D018,5
29-01-2024,H009,D019,12
29-01-2024,H009,D020,7
29-01-2024,H010,D001,2
29-01-2024,H010,D002,16
29-01-2024,H010,D003,8
29-01-2024,H010,D004,15
29-01-2024,H010,D005,6
29-01-2024,H010,D006,11
29-01-2024,H010,D007,7
29-01-2024,H010,D008,46
29-01-2024,H010,D009,15
29-01-2024,H010,D010,10
29-01-2024,H010,D011,9
29-01-2024,H010,D012,5
29-01-2024,H010,D013,12
29-01-2024,H010,D014,6
29-01-2024,H010,D015,9
29-01-2024,H010,D016,4
29-01-2024,H010,D017,5
29-01-2024,H010,D018,4
29-01-2024,H010,D019,10
29-01-2024,H010,D020,6
30-01-2024,H001,D001,12
30-01-2024,H001,D002,90
30-01-2024,H001,D003,43
30-01-2024,H001,D004,111
30-01-2024,H001,D005,42
30-01-2024,H001,D006,59
30-01-2024,H001,D007,47
30-01-2024,H001,D008,299
30-01-2024,H001,D009,84
30-01-2024,H001,D010,66
30-01-2024,H001,D011,57
30-01-2024,H001,D012,33
30-01-2024,H001,D013,72
30-01-2024,H001,D014,32
30-01-2024,H001,D015,49
30-01-2024,H001,D016,22
30-01-2024,H001,D017,28
30-01-2024,H001,D018,25
30-01-2024,H001,D019,60
30-01-2024,H001,D020,38
30-01-2024,H002,D001,5
30-01-2024,H002,D002,36
30-01-2024,H002,D003,17
30-01-2024,H002,D004,47
30-01-2024,H002,D005,17
30-01-2024,H002,D006,27
30-01-2024,H002,D007,22
30-01-2024,H002,D008,260
30-01-2024,H002,D009,85
30-01-2024,H002,D010,73
30-01-2024,H002,D011,91
30-01-2024,H002,D012,38
30-01-2024,H002,D013,93
30-01-2024,H002,D014,42
30-01-2024,H002,D015,75
30-01-2024,H002,D016,33
30-01-2024,H002,D017,20
30-01-2024,H002,D018,14
30-01-2024,H002,D019,24
30-01-2024,H002,D020,17
30-01-2024,H003,D001,8
30-01-2024,H003,D002,59
30-01-2024,H003,D003,26
30-01-2024,H003,D004,58
30-01-2024,H003,D005,30
30-01-2024,H003,D006,39
30-01-2024,H003,D007,29
30-01-2024,H003,D008,181
30-01-2024,H003,D009,50
30-01-2024,H003,D010,43
30-01-2024,H003,D011,37
30-01-2024,H003,D012,21
30-01-2024,H003,D013,46
30-01-2024,H003,D014,23
30-01-2024,H003,D015,34
30-01-2024,H003,D016,17
30-01-2024,H003,D017,18
30-01-2024,H003,D018,14
30-01-2024,H003,D019,31
30-01-2024,H003,D020,25
30-01-2024,H004,D001,8
30-01-2024,H004,D002,64
30-01-2024,H004,D003,26
30-01-2024,H004,D004,162
30-01-2024,H004,D005,73
30-01-2024,H004,D006,103
30-01-2024,H004,D007,82
30-01-2024,H004,D008,161
30-01-2024,H004,D009,56
30-01-2024,H004,D010,44
30-01-2024,H004,D011,33
30-01-2024,H004,D012,15
30-01-2024,H004,D013,38
30-01-2024,H004,D014,20
30-01-2024,H004,D015,30
30-01-2024,H004,D016,13
30-01-2024,H004,D017,22
30-01-2024,H004,D018,17
30-01-2024,H004,D019,86
30-01-2024,H004,D020,60
30-01-2024,H005,D001,3
30-01-2024,H005,D002,25
30-01-2024,H005,D003,11
30-01-2024,H005,D004,33
30-01-2024,H005,D005,12
30-01-2024,H005,D006,19
30-01-2024,H005,D007,14
30-01-2024,H005,D008,213
30-01-2024,H005,D009,63
30-01-2024,H005,D010,48
30-01-2024,H005,D011,57
30-01-2024,H005,D012,26
30-01-2024,H005,D013,57
30-01-2024,H005,D014,27
30-01-2024,H005,D015,46
30-01-2024,H005,D016,20
30-01-2024,H005,D017,13
30-01-2024,H005,D018,9
30-01-2024,H005,D019,17
30-01-2024,H005,D020,11
30-01-2024,H006,D001,11
30-01-2024,H006,D002,89
30-01-2024,H006,D003,37
30-01-2024,H006,D004,35
30-01-2024,H006,D005,14
30-01-2024,H006,D006,24
30-01-2024,H006,D007,17
30-01-2024,H006,D008,101
30-01-2024,H006,D009,27
30-01-2024,H006,D010,22
30-01-2024,H006,D011,19
30-01-2024,H006,D012,10
30-01-2024,H006,D013,22
30-01-2024,H006,D014,10
30-01-2024,H006,D015,17
30-01-2024,H006,D016,7
30-01-2024,H006,D017,11
30-01-2024,H006,D018,8
30-01-2024,H006,D019,18
30-01-2024,H006,D020,14
30-01-2024,H007,D001,3
30-01-2024,H007,D002,32
30-01-2024,H007,D003,12
30-01-2024,H007,D004,27
30-01-2024,H007,D005,10
30-01-2024,H007,D006,17
30-01-2024,H007,D007,13
30-01-2024,H007,D008,181
30-01-2024,H007,D009,54
30-01-2024,H007,D010,48
30-01-2024,H007,D011,12
30-01-2024,H007,D012,6
30-01-2024,H007,D013,14
30-01-2024,H007,D014,8
30-01-2024,H007,D015,11
30-01-2024,H007,D016,6
30-01-2024,H007,D017,8
30-01-2024,H007,D018,6
30-01-2024,H007,D019,13
30-01-2024,H007,D020,9
30-01-2024,H008,D001,3
30-01-2024,H008,D002,26
30-01-2024,H008,D003,11
30-01-2024,H008,D004,81
30-01-2024,H008,D005,35
30-01-2024,H008,D006,45
30-01-2024,H008,D007,34
30-01-2024,H008,D008,114
30-01-2024,H008,D009,41
30-01-2024,H008,D010,35
30-01-2024,H008,D011,16
30-01-2024,H008,D012,7
30-01-2024,H008,D013,20
30-01-2024,H008,D014,10
30-01-2024,H008,D015,14
30-01-2024,H008,D016,7
30-01-2024,H008,D017,12
30-01-2024,H008,D018,10
30-01-2024,H008,D019,42
30-01-2024,H008,D020,29
30-01-2024,H009,D001,2
30-01-2024,H009,D002,22
30-01-2024,H009,D003,9
30-01-2024,H009,D004,22
30-01-2024,H009,D005,9
30-01-2024,H009,D006,14
30-01-2024,H009,D007,11
30-01-2024,H009,D008,48
30-01-2024,H009,D009,18
30-01-2024,H009,D010,14
30-01-2024,H009,D011,13
30-01-2024,H009,D012,5
30-01-2024,H009,D013,14
30-01-2024,H009,D014,7
30-01-2024,H009,D015,10
30-01-2024,H009,D016,6
30-01-2024,H009,D017,6
30-01-2024,H009,D018,5
30-01-2024,H009,D019,11
30-01-2024,H009,D020,8
30-01-2024,H010,D001,2
30-01-2024,H010,D002,14
30-01-2024,H010,D003,8
30-01-2024,H010,D004,15
30-01-2024,H010,D005,6
30-01-2024,H010,D006,9
30-01-2024,H010,D007,8
30-01-2024,H010,D008,47
30-01-2024,H010,D009,14
30-01-2024,H010,D010,12
30-01-2024,H010,D011,9
30-01-2024,H010,D012,5
30-01-2024,H010,D013,11
30-01-2024,H010,D014,5
30-01-2024,H010,D015,8
30-01-2024,H010,D016,4
30-01-2024,H010,D017,5
30-01-2024,H010,D018,4
30-01-2024,H010,D019,9
30-01-2024,H010,D020,6
31-01-2024,H001,D001,13
31-01-2024,H001,D002,92
31-01-2024,H001,D003,50
31-01-2024,H001,D004,106
31-01-2024,H001,D005,40
31-01-2024,H001,D006,72
31-01-2024,H001,D007,49
31-01-2024,H001,D008,241
31-01-2024,H001,D009,84
31-01-2024,H001,D010,63
31-01-2024,H001,D011,67
31-01-2024,H001,D012,31
31-01-2024,H001,D013,74
31-01-2024,H001,D014,33
31-01-2024,H001,D015,54
31-01-2024,H001,D016,27
31-01-2024,H001,D017,28
31-01-2024,H001,D018,25
31-01-2024,H001,D019,55
31-01-2024,H001,D020,34
31-01-2024,H002,D001,4
31-01-2024,H002,D002,39
31-01-2024,H002,D003,18
31-01-2024,H002,D004,40
31-01-2024,H002,D005,17
31-01-2024,H002,D006,26
31-01-2024,H002,D007,23
31-01-2024,H002,D008,264
31-01-2024,H002,D009,93
31-01-2024,H002,D010,66
31-01-2024,H002,D011,83
31-01-2024,H002,D012,36
31-01-2024,H002,D013,92
31-01-2024,H002,D014,40
31-01-2024,H002,D015,73
31-01-2024,H002,D016,30
31-01-2024,H002,D017,19
31-01-2024,H002,D018,16
31-01-2024,H002,D019,21
31-01-2024,H002,D020,18
31-01-2024,H003,D001,8
31-01-2024,H003,D002,58
31-01-2024,H003,D003,29
31-01-2024,H003,D004,61
31-01-2024,H003,D005,29
31-01-2024,H003,D006,44
31-01-2024,H003,D007,28
31-01-2024,H003,D008,172
31-01-2024,H003,D009,56
31-01-2024,H003,D010,47
31-01-2024,H003,D011,40
31-01-2024,H003,D012,21
31-01-2024,H003,D013,43
31-01-2024,H003,D014,21
31-01-2024,H003,D015,38
31-01-2024,H003,D016,16
31-01-2024,H003,D017,20
31-01-2024,H003,D018,16
31-01-2024,H003,D019,38
31-01-2024,H003,D020,26
31-01-2024,H004,D001,8
31-01-2024,H004,D002,61
31-01-2024,H004,D003,29
31-01-2024,H004,D004,168
31-01-2024,H004,D005,65
31-01-2024,H004,D006,111
31-01-2024,H004,D007,78
31-01-2024,H004,D008,165
31-01-2024,H004,D009,47
31-01-2024,H004,D010,40
31-01-2024,H004,D011,39
31-01-2024,H004,D012,16
31-01-2024,H004,D013,34
31-01-2024,H004,D014,18
31-01-2024,H004,D015,29
31-01-2024,H004,D016,12
31-01-2024,H004,D017,19
31-01-2024,H004,D018,16
31-01-2024,H004,D019,88
31-01-2024,H004,D020,59
31-01-2024,H005,D001,3
31-01-2024,H005,D002,27
31-01-2024,H005,D003,11
31-01-2024,H005,D004,28
31-01-2024,H005,D005,12
31-01-2024,H005,D006,19
31-01-2024,H005,D007,15
31-01-2024,H005,D008,180
31-01-2024,H005,D009,62
31-01-2024,H005,D010,43
31-01-2024,H005,D011,53
31-01-2024,H005,D012,27
31-01-2024,H005,D013,55
31-01-2024,H005,D014,29
31-01-2024,H005,D015,43
31-01-2024,H005,D016,23
31-01-2024,H005,D017,11
31-01-2024,H005,D018,10
31-01-2024,H005,D019,14
31-01-2024,H005,D020,12
31-01-2024,H006,D001,11
31-01-2024,H006,D002,93
31-01-2024,H006,D003,39
31-01-2024,H006,D004,40
31-01-2024,H006,D005,14
31-01-2024,H006,D006,21
31-01-2024,H006,D007,17
31-01-2024,H006,D008,85
31-01-2024,H006,D009,27
31-01-2024,H006,D010,26
31-01-2024,H006,D011,21
31-01-2024,H006,D012,9
31-01-2024,H006,D013,23
31-01-2024,H006,D014,10
31-01-2024,H006,D015,16
31-01-2024,H006,D016,8
31-01-2024,H006,D017,10
31-01-2024,H006,D018,9
31-01-2024,H006,D019,18
31-01-2024,H006,D020,14
31-01-2024,H007,D001,3
31-01-2024,H007,D002,26
31-01-2024,H007,D003,12
31-01-2024,H007,D004,29
31-01-2024,H007,D005,12
31-01-2024,H007,D006,18
31-01-2024,H007,D007,12
31-01-2024,H007,D008,166
31-01-2024,H007,D009,48
31-01-2024,H007,D010,41
31-01-2024,H007,D011,13
31-01-2024,H007,D012,7
31-01-2024,H007,D013,15
31-01-2024,H007,D014,6
31-01-2024,H007,D015,10
31-01-2024,H007,D016,5
31-01-2024,H007,D017,8
31-01-2024,H007,D018,7
31-01-2024,H007,D019,14
31-01-2024,H007,D020,10
31-01-2024,H008,D001,3
31-01-2024,H008,D002,27
31-01-2024,H008,D003,12
31-01-2024,H008,D004,81
31-01-2024,H008,D005,33
31-01-2024,H008,D006,43
31-01-2024,H008,D007,35
31-01-2024,H008,D008,128
31-01-2024,H008,D009,40
31-01-2024,H008,D010,36
31-01-2024,H008,D011,18
31-01-2024,H008,D012,8
31-01-2024,H008,D013,17
31-01-2024,H008,D014,8
31-01-2024,H008,D015,14
31-01-2024,H008,D016,6
31-01-2024,H008,D017,13
31-01-2024,H008,D018,11
31-01-2024,H008,D019,36
31-01-2024,H008,D020,30
31-01-2024,H009,D001,2
31-01-2024,H009,D002,19
31-01-2024,H009,D003,9
31-01-2024,H009,D004,20
31-01-2024,H009,D005,8
31-01-2024,H009,D006,13
31-01-2024,H009,D007,10
31-01-2024,H009,D008,60
31-01-2024,H009,D009,15
31-01-2024,H009,D010,12
31-01-2024,H009,D011,11
31-01-2024,H009,D012,6
31-01-2024,H009,D013,12
31-01-2024,H009,D014,7
31-01-2024,H009,D015,11
31-01-2024,H009,D016,5
31-01-2024,H009,D017,6
31-01-2024,H009,D018,5
31-01-2024,H009,D019,10
31-01-2024,H009,D020,7
31-01-2024,H010,D001,2
31-01-2024,H010,D002,15
31-01-2024,H010,D003,7
31-01-2024,H010,D004,18
31-01-2024,H010,D005,6
31-01-2024,H010,D006,11
31-01-2024,H010,D007,8
31-01-2024,H010,D008,41
31-01-2024,H010,D009,12
31-01-2024,H010,D010,10
31-01-2024,H010,D011,10
31-01-2024,H010,D012,5
31-01-2024,H010,D013,11
31-01-2024,H010,D014,6
31-01-2024,H010,D015,9
31-01-2024,H010,D016,4
31-01-2024,H010,D017,5
31-01-2024,H010,D018,4
31-01-2024,H010,D019,8
31-01-2024,H010,D020,5
01-02-2024,H001,D001,13
01-02-2024,H001,D002,98
01-02-2024,H001,D003,50
01-02-2024,H001,D004,90
01-02-2024,H001,D005,33
01-02-2024,H001,D006,61
01-02-2024,H001,D007,39
01-02-2024,H001,D008,235
01-02-2024,H001,D009,73
01-02-2024,H001,D010,55
01-02-2024,H001,D011,62
01-02-2024,H001,D012,27
01-02-2024,H001,D013,65
01-02-2024,H001,D014,32
01-02-2024,H001,D015,58
01-02-2024,H001,D016,27
01-02-2024,H001,D017,25
01-02-2024,H001,D018,21
01-02-2024,H001,D019,44
01-02-2024,H001,D020,29
01-02-2024,H002,D001,5
01-02-2024,H002,D002,38
01-02-2024,H002,D003,15
01-02-2024,H002,D004,36
01-02-2024,H002,D005,14
01-02-2024,H002,D006,24
01-02-2024,H002,D007,16
01-02-2024,H002,D008,295
01-02-2024,H002,D009,86
01-02-2024,H002,D010,64
01-02-2024,H002,D011,83
01-02-2024,H002,D012,42
01-02-2024,H002,D013,88
01-02-2024,H002,D014,40
01-02-2024,H002,D015,68
01-02-2024,H002,D016,35
01-02-2024,H002,D017,16
01-02-2024,H002,D018,13
01-02-2024,H002,D019,22
01-02-2024,H002,D020,15
01-02-2024,H003,D001,9
01-02-2024,H003,D002,58
